BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen. Dat betekent dat deze ree
ksen niet geschikt zijn voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeksen van de stations De Kooy, Eelde, De B
ilt, Vlissingen, Beek of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
Comment: these time series are possibly inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suit
able for trend analysis. For climate change studies we refer to the homogenized series of stations De Kooy, Eelde, De Bilt, Vlissingen, Beek or the Central Nether
lands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

YYYYMMDD  = Datum (YYYY=jaar MM=maand DD=dag) / Date (YYYY=year MM=month DD=day)
DDVEC     = Vectorgemiddelde windrichting in graden (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/ac
htergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable)
FHVEC     = Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean
 windspeed (in 0.1 m/s)
FG        = Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
FHX       = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
FHXH      = Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
FHN       = Laagste uurgemiddelde windsnelheid (in 0.1 m/s) / Minimum hourly mean windspeed (in 0.1 m/s)
FHNH      = Uurvak waarin FHN is gemeten / Hourly division in which FHN was measured
FXX       = Hoogste windstoot (in 0.1 m/s) / Maximum wind gust (in 0.1 m/s)
FXXH      = Uurvak waarin FXX is gemeten / Hourly division in which FXX was measured
TG        = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
TN        = Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
TNH       = Uurvak waarin TN is gemeten / Hourly division in which TN was measured
TX        = Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
TXH       = Uurvak waarin TX is gemeten / Hourly division in which TX was measured
T10N      = Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius) / Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius)
T10NH     = 6-uurs tijdvak waarin T10N is gemeten / 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
SQ        = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (
-1 for <0.05 hour)
SP        = Percentage van de langst mogelijke zonneschijnduur / Percentage of maximum potential sunshine duration
Q         = Globale straling (in J/cm2) / Global radiation (in J/cm2)
DR        = Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
RH        = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHX       = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHXH      = Uurvak waarin RHX is gemeten / Hourly division in which RHX was measured
PG        = Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from
24 hourly values
PX        = Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Maximum hourly sea level pressure (in 0.1 hPa)
PXH       = Uurvak waarin PX is gemeten / Hourly division in which PX was measured
PN        = Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Minimum hourly sea level pressure (in 0.1 hPa)
PNH       = Uurvak waarin PN is gemeten / Hourly division in which PN was measured
VVN       = Minimum opgetreden zicht / Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVNH      = Uurvak waarin VVN is gemeten / Hourly division in which VVN was measured
VVX       = Maximum opgetreden zicht / Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVXH      = Uurvak waarin VVX is gemeten / Hourly division in which VVX was measured
NG        = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants, 9=sky invis
ible)
UG        = Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
UX        = Maximale relatieve vochtigheid (in procenten) / Maximum relative atmospheric humidity (in percents)
UXH       = Uurvak waarin UX is gemeten / Hourly division in which UX was measured
UN        = Minimale relatieve vochtigheid (in procenten) / Minimum relative atmospheric humidity (in percents)
UNH       = Uurvak waarin UN is gemeten / Hourly division in which UN was measured
EV24      = Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)

# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  308,20220511,  246,   78,   83,  130,   20,   50,    1,  190,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220512,  260,   56,   60,   90,   19,   30,    6,  110,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220513,  245,   69,   73,  100,   15,   40,   24,  130,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220514,  339,   12,   40,   50,   11,   30,    4,   60,   11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220515,   87,   41,   43,   80,   13,   20,    6,  110,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220516,  239,   55,   67,  120,   12,   20,   22,  150,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220517,   45,   17,   35,   60,   12,   10,   18,   80,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220518,  281,   11,   43,   80,    4,   30,   20,  120,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220519,  269,   16,   41,   90,   14,   10,   22,  190,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220520,  252,   31,   54,  100,   13,   20,    1,  170,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220521,  261,   47,   55,  110,    4,   10,   21,  140,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220522,   47,   16,   34,   60,   12,   10,    8,   90,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220523,  296,   25,   51,  100,   20,   10,    2,  140,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220524,  240,   68,   74,  110,    8,   40,   22,  130,    7,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220525,  229,   80,   83,  120,   15,   40,    1,  180,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220526,  246,   86,   88,  110,   15,   60,    5,  150,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220527,  288,   54,   61,  100,    1,   20,   22,  130,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  308,20220528,  351,   71,   72,   80,    2,   50,    1,  110,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  310,20220501,  360,    8,   22,   40,   16,   10,    1,   60,   16,  103,   60,    3,  143,   18,   24,    6,   74,   50, 1693,    0,   -1,   -1,    1,10237,10255,    1,10216,   24,   60,   23,   80,    9,    6,   74,   89,    3,   59,   13,   25
  310,20220502,  355,   29,   35,   60,   14,   10,    3,  100,   14,  122,   94,   24,  166,   12,   77,   24,  123,   83, 2439,    0,    0,    0,    1,10204,10212,    1,10196,   16,   62,    3,   83,   17,    3,   67,   82,   23,   48,   14,   38
  310,20220503,  348,   38,   39,   70,   17,   20,    4,  110,   17,  109,   73,   24,  143,   11,   58,   24,   73,   49, 1997,    0,    0,    0,    1,10203,10210,   10,10198,    4,   57,    5,   76,   16,    7,   77,   88,    5,   68,   16,   30
  310,20220504,  268,   14,   26,   40,   12,   10,    8,   70,   13,  107,   67,    4,  132,   15,   51,    6,   74,   49, 1769,    0,    0,    0,    1,10197,10203,    1,10187,   18,   56,   23,   82,   14,    6,   77,   88,   22,   57,   14,   26
  310,20220505,  289,   29,   39,   60,   14,   10,   24,   90,   14,  126,   96,   23,  171,   14,   73,   24,   86,   57, 2125,    0,    0,    0,    1,10231,10261,   23,10197,    1,   31,    6,   75,   16,    6,   85,   95,   24,   68,   14,   33
  310,20220506,  258,   26,   31,   60,   14,   10,    1,   90,   16,  138,   91,    4,  193,   14,   40,    6,  125,   83, 2523,    0,    0,    0,    1,10252,10266,    7,10234,   24,    5,    7,   81,   16,    4,   76,   98,    3,   47,   14,   41
  310,20220507,  339,   35,   43,   70,   16,   20,    5,  100,   16,  139,  111,   19,  185,   13,  106,    6,   70,   46, 1956,    0,   -1,   -1,    1,10248,10268,   24,10228,    2,   43,   19,   80,   11,    7,   81,   94,   19,   66,   13,   32
  310,20220508,   14,   49,   53,   70,    7,   30,   24,  110,    7,  127,   99,   24,  167,   12,   83,   24,  127,   84, 2722,    0,    0,    0,    1,10278,10289,    9,10266,    1,   61,    2,   79,   18,    1,   72,   91,    2,   52,   12,   43
  310,20220509,   66,   14,   30,   40,    2,   10,   21,   70,   15,  153,   89,    4,  220,   15,   70,    6,  121,   79, 2541,    0,    0,    0,    1,10240,10272,    1,10200,   24,   66,   22,   81,   17,    3,   64,   84,    1,   41,   13,   42
  310,20220510,  228,   55,   70,   90,   11,   50,    1,  130,   12,  156,  138,   22,  187,   14,  117,    6,   21,   14, 1464,    0,    0,    0,    1,10161,10194,    1,10134,   24,   62,    4,   83,   23,    8,   75,   89,   19,   59,   13,   24
  310,20220511,  240,   83,   88,  140,   20,   60,    1,  180,   17,  147,  125,    5,  182,   17,  114,    6,   90,   59, 2318,    5,    7,    4,   20,10116,10146,   24,10095,   18,   47,   20,   80,    1,    6,   74,   94,   24,   58,   16,   38
  310,20220512,  253,   59,   62,   90,   19,   30,    4,  120,   15,  140,  113,   24,  175,   12,   95,    6,  135,   88, 2649,    0,    0,    0,    1,10184,10197,    9,10150,    1,   61,    1,   81,   10,    3,   72,   92,    1,   54,   12,   43
  310,20220513,  240,   82,   85,  100,    9,   50,   24,  140,   15,  135,  111,    3,  161,   15,   98,   24,  125,   81, 2550,    0,    0,    0,    1,10202,10212,   21,10182,    3,   61,    2,   80,   21,    4,   76,   91,    2,   61,   15,   41
  310,20220514,  291,   17,   41,   60,    1,   30,    6,   80,    1,  145,  100,    4,  198,   15,   88,    6,  143,   92, 2796,    0,    0,    0,    1,10214,10225,   10,10203,   24,   57,    5,   77,   17,    1,   75,   95,    5,   54,   13,   46
  310,20220515,   79,   49,   51,   80,   17,   30,    3,  110,   18,  192,  118,    5,  247,   18,  101,    6,  136,   87, 2667,    0,    0,    0,    1,10163,10201,    1,10121,   24,   64,    7,   83,   19,    6,   56,   80,    4,   35,   18,   48
  310,20220516,  232,   54,   69,  120,   11,   20,    5,  150,   10,  171,  151,   23,  204,    8,  123,   24,   84,   54, 2053,    3,    8,    8,    9,10160,10199,   24,10111,    3,   62,   10,   80,    1,    5,   78,   87,    9,   68,    1,   35
  310,20220517,   50,    4,   35,   60,    9,   20,    6,   70,    8,  192,  151,    1,  253,   14,  126,   24,   99,   63, 2431,    0,   -1,   -1,    1,10188,10202,    7,10176,   22,   59,   24,   82,   12,    6,   71,   86,    4,   49,   12,   44
  310,20220518,  248,    9,   46,   70,    4,   20,   14,  140,    1,  183,  159,    5,  217,   14,  150,    6,  105,   67, 2439,    0,   -1,   -1,    1,10200,10225,   10,10166,   24,   61,    1,   83,   17,    7,   74,   88,    5,   58,   17,   43
  310,20220519,  257,   16,   43,   80,   11,   10,   21,  140,   11,  170,  136,   24,  216,   10,   85,   24,   74,   47, 1715,   22,   61,   33,    2,10188,10222,   21,10156,    6,   56,   11,   75,    6,    7,   85,   95,   11,   77,    9,   30
  310,20220520,  236,   26,   58,  110,   18,   10,    1,  170,   14,  141,  110,   14,  178,   11,   97,    6,   35,   22,  847,   30,  136,   77,   12,10185,10212,    1,10146,   12,   20,    3,   70,   15,    6,   87,   94,    3,   76,   10,   14
  310,20220521,  256,   54,   59,  110,    4,   10,   21,  150,    3,  144,  120,   23,  174,   14,   76,   24,   94,   59, 2337,    0,    0,    0,    1,10210,10225,   11,10194,   24,   59,    6,   81,   18,    6,   76,   90,    1,   53,   16,   38
  310,20220522,  101,   19,   25,   40,   12,   10,    2,   50,   11,  174,  123,    3,  221,   17,   57,    6,  118,   74, 2686,    0,    0,    0,    1,10138,10192,    1,10072,   24,   61,   11,   82,   19,    5,   64,   83,   23,   45,   16,   47
  310,20220523,  278,   28,   47,  110,   20,   10,    1,  150,   20,  154,  129,   24,  191,    9,  120,   24,    2,    1,  597,   38,   66,   26,   14,10016,10068,    1, 9988,   13,   56,    2,   70,   17,    8,   85,   94,   14,   70,    8,   10
  310,20220524,  231,   80,   84,  120,    9,   50,   13,  150,    8,  134,  113,    5,  157,   12,  104,   24,   83,   52, 1938,   13,   48,   43,   13,10066,10123,   24,10008,    3,   62,    6,   80,   10,    4,   80,   92,    6,   66,   17,   31
  310,20220525,  223,   95,   98,  130,   15,   60,    1,  180,   16,  140,  105,    5,  171,   12,   98,    6,   57,   36, 1465,    0,   -1,   -1,    1,10149,10178,   24,10124,    1,   59,    4,   80,    8,    7,   80,   93,    4,   66,   14,   24
  310,20220526,  241,   97,   99,  130,   16,   80,    1,  160,   16,  154,  137,    1,  174,   15,  128,    6,  107,   67, 2513,    0,    0,    0,    1,10209,10224,   11,10180,    1,   59,   24,   75,   19,    6,   80,   90,    1,   72,   13,   42
  310,20220527,  270,   58,   63,  120,    1,   20,   20,  150,    1,  148,  128,   24,  162,   15,   90,   24,  128,   79, 2820,    0,   -1,   -1,    1,10231,10243,   14,10207,    2,   58,    1,   80,   14,    3,   68,   89,    1,   49,   14,   46
  310,20220528,  335,   53,   54,   70,   11,   30,   23,  120,   16,  130,  100,   24,  156,   14,   87,   24,  138,   85, 2746,    0,   -1,   -1,    1,10228,10241,    9,10197,   24,   73,    5,   83,   16,    3,   65,   79,    4,   55,   14,   43
  312,20220501,   25,   15,   25,   50,   21,   10,    2,   60,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220502,   18,   41,   45,   70,   20,   20,    4,   80,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220503,   10,   54,   55,   80,   16,   30,    3,  100,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220504,  142,    1,   20,   40,    1,   10,    5,   60,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220505,  296,   25,   34,   50,   14,   10,   23,   70,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220506,  220,   34,   36,   70,   22,    0,    2,   90,   22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220507,  353,   42,   55,  100,   22,   20,    5,  120,   21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220508,   35,   77,   80,  100,    1,   60,    8,  120,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220509,   95,   17,   33,   70,    1,    0,    9,   80,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220510,  215,   72,   81,  100,   17,   70,    1,  130,   17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220511,  234,   86,   89,  120,   20,   60,   23,  170,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220512,  245,   62,   64,  100,   22,   40,    6,  120,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220513,  241,   84,   85,  110,   19,   70,    2,  150,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220514,  326,   15,   36,   60,    1,   20,    9,   70,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220515,   75,   61,   63,   90,   18,   40,    2,  100,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220516,  216,   59,   73,  110,   11,   40,    5,  160,   10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220517,   57,   15,   42,   70,   13,   20,   18,   80,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220518,  179,    5,   45,   70,    4,   20,   14,  110,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220519,  163,    6,   40,   80,    3,   10,   19,  150,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220520,  241,   37,   68,  130,   22,   20,    1,  160,   23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220521,  255,   50,   56,  110,    1,   10,   20,  140,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220522,   77,   18,   36,   60,   16,   10,    9,   70,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220523,  286,   23,   49,  110,   24,   10,    6,  140,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220524,  243,   82,   83,  110,    1,   60,   14,  140,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220525,  230,  116,  117,  150,   16,   70,    2,  190,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220526,  242,   99,  101,  140,   16,   60,    7,  180,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220527,  284,   66,   67,  100,    2,   30,   17,  130,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  312,20220528,  343,   76,   78,   90,    2,   70,    9,  120,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220501,   43,    8,   17,   30,   10,    0,    3,   40,   21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220502,   19,   42,   44,   70,   20,   20,    1,   80,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220503,   16,   51,   53,   70,   13,   30,   10,  100,   16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220504,  281,   12,   24,   40,    1,   10,    7,   60,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220505,  300,   26,   30,   40,    3,   20,    6,   50,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220506,  247,   35,   37,   70,   23,   10,    1,  100,   22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220507,  359,   43,   53,  100,   23,   20,    5,  120,   22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220508,   35,   76,   78,  100,    1,   50,   23,  120,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220509,  100,   18,   34,   70,   24,   10,   19,   70,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220510,  225,   69,   79,  100,   15,   60,   23,  130,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220511,  242,   88,   91,  130,   19,   60,    1,  170,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220512,  256,   69,   71,  110,   20,   40,    3,  140,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220513,  249,   97,   98,  110,   15,   80,   24,  140,   15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  313,20220514,  346,   16,   38,   60,    1,   20,    6,   80,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
